2024-05-30 13:58:36,369 - logger.py - INFO - Logger initialized
2024-05-30 13:58:38,306 - main.py - INFO - Main function started
2024-05-30 13:58:39,964 - ugotcamera.py - INFO - camera opened
2024-05-30 13:58:40,011 - control_thread.py - INFO - Control thread started
2024-05-30 13:58:40,029 - ws_server.py - INFO - WebSocket server started
2024-05-30 13:58:40,030 - server.py - INFO - server listening on [::1]:8765
2024-05-30 13:58:40,030 - server.py - INFO - server listening on 127.0.0.1:8765
2024-05-30 13:59:30,993 - control_thread.py - INFO - Detected distance: 23.85822441085184, angle: 28.564985222282278
2024-05-30 13:59:31,125 - control_thread.py - INFO - Detected distance: 23.601959404721722, angle: 28.50750331677373
2024-05-30 13:59:31,392 - control_thread.py - INFO - Detected distance: 0, angle: 0
2024-05-30 13:59:31,577 - control_thread.py - INFO - Detected distance: 0, angle: 0
2024-05-30 13:59:31,760 - control_thread.py - INFO - Detected distance: 6.724808151399169, angle: -3.4901796439322332
2024-05-30 13:59:31,972 - control_thread.py - INFO - Detected distance: 22.39238549811882, angle: 28.335040996124526
2024-05-30 13:59:32,168 - control_thread.py - INFO - Detected distance: 27.03620707411231, angle: 28.50750331677373
2024-05-30 13:59:32,348 - control_thread.py - INFO - Detected distance: 23.35057689918488, angle: 28.450018640333905
2024-05-30 13:59:32,530 - control_thread.py - INFO - Detected distance: 6.757714257545195, angle: -3.432016731251672
2024-05-30 13:59:32,721 - control_thread.py - INFO - Detected distance: 23.601959404721722, angle: 28.50750331677373
2024-05-30 13:59:32,912 - control_thread.py - INFO - Detected distance: 25.354544845299365, angle: 28.277548039090988
2024-05-30 13:59:33,078 - control_thread.py - INFO - Detected distance: 9.9933228632849, angle: -3.548342210658787
2024-05-30 13:59:33,257 - control_thread.py - INFO - Detected distance: 19.675696197380155, angle: -0.465384476896806
2024-05-30 13:59:33,449 - control_thread.py - INFO - Detected distance: 35.88831665263318, angle: -4.711512023479224
2024-05-30 13:59:33,622 - control_thread.py - INFO - Detected distance: 37.62521172940931, angle: -9.59425008276884
2024-05-30 13:59:33,801 - control_thread.py - INFO - Detected distance: 49.142587397576456, angle: -7.792886415564772
2024-05-30 13:59:33,985 - control_thread.py - INFO - Detected distance: 50.15047629727509, angle: -7.909127629772156
2024-05-30 13:59:34,168 - control_thread.py - INFO - Detected distance: 49.641684931941626, angle: -7.851007411303062
2024-05-30 13:59:34,346 - control_thread.py - INFO - Detected distance: 49.14293295423483, angle: -7.851007411303062
2024-05-30 13:59:34,548 - control_thread.py - INFO - Detected distance: 48.6539362305426, angle: -7.909127629772156
2024-05-30 13:59:34,804 - control_thread.py - INFO - Detected distance: 48.6539362305426, angle: -7.909127629772156
2024-05-30 13:59:35,055 - control_thread.py - INFO - Detected distance: 49.641684931941626, angle: -7.851007411303062
2024-05-30 13:59:35,225 - control_thread.py - INFO - Detected distance: 49.143631768099965, angle: -7.967247065235524
2024-05-30 13:59:35,459 - control_thread.py - INFO - Detected distance: 48.6539362305426, angle: -7.909127629772156
2024-05-30 13:59:35,643 - control_thread.py - INFO - Detected distance: 49.14293295423483, angle: -7.851007411303062
2024-05-30 13:59:35,823 - control_thread.py - INFO - Detected distance: 49.14293295423483, angle: -7.851007411303062
2024-05-30 13:59:36,010 - control_thread.py - INFO - Detected distance: 49.14293295423483, angle: -7.851007411303062
2024-05-30 13:59:36,206 - control_thread.py - INFO - Detected distance: 49.64203640280828, angle: -7.909127629772156
2024-05-30 13:59:36,233 - ws_server.py - INFO - Received message: {"command":"translate"}
2024-05-30 13:59:36,233 - ws_server.py - INFO - Received command: translate
2024-05-30 13:59:36,392 - control_thread.py - INFO - Detected distance: 48.6539362305426, angle: -7.909127629772156
2024-05-30 13:59:36,594 - control_thread.py - INFO - Detected distance: 48.6539362305426, angle: -7.909127629772156
2024-05-30 13:59:36,781 - control_thread.py - INFO - Detected distance: 49.14293295423483, angle: -7.851007411303062
2024-05-30 13:59:36,959 - control_thread.py - INFO - Detected distance: 47.23812250154793, angle: -7.618518822106913
2024-05-30 13:59:37,152 - control_thread.py - INFO - Detected distance: 32.64902616764873, angle: -10.05897690689993
2024-05-30 13:59:37,378 - control_thread.py - INFO - Detected distance: 28.94604863561569, angle: -9.884711652370532
2024-05-30 13:59:37,575 - control_thread.py - INFO - Detected distance: 21.484615907313522, angle: -9.710437598101798
2024-05-30 13:59:37,795 - control_thread.py - INFO - Detected distance: 16.592538175076186, angle: -10.349399023531346
2024-05-30 13:59:37,971 - control_thread.py - INFO - Detected distance: 14.037279682760724, angle: -10.697871725887051
2024-05-30 13:59:38,165 - control_thread.py - INFO - Detected distance: 10.49894221643071, angle: -11.510824482274362
2024-05-30 13:59:38,369 - control_thread.py - INFO - Detected distance: 7.074032514130267, angle: -11.859165461331548
2024-05-30 13:59:38,714 - control_thread.py - INFO - Detected distance: 6.211100616657305, angle: -14.58628013342301
2024-05-30 13:59:38,903 - control_thread.py - INFO - Detected distance: 7.007640085629232, angle: -13.832264719708482
2024-05-30 13:59:39,082 - control_thread.py - INFO - Detected distance: 7.113421881823756, angle: -14.006289206663277
2024-05-30 13:59:39,266 - control_thread.py - INFO - Detected distance: 7.042417535537256, angle: -13.77425381963611
2024-05-30 13:59:39,456 - control_thread.py - INFO - Detected distance: 7.007640085629232, angle: -13.832264719708482
2024-05-30 13:59:39,581 - control_thread.py - INFO - Detected distance: 6.938598150785956, angle: -13.832264719708482
2024-05-30 13:59:39,776 - control_thread.py - INFO - Detected distance: 7.042647438597756, angle: -13.890274254684359
2024-05-30 13:59:39,968 - control_thread.py - INFO - Detected distance: 6.9383716465460985, angle: -13.716241560139112
2024-05-30 13:59:40,159 - control_thread.py - INFO - Detected distance: 7.007640085629232, angle: -13.832264719708482
2024-05-30 13:59:40,350 - control_thread.py - INFO - Detected distance: 7.042647438597756, angle: -13.890274254684359
2024-05-30 13:59:40,522 - control_thread.py - INFO - Detected distance: 7.007185761177461, angle: -13.60021298556264
2024-05-30 13:59:40,706 - control_thread.py - INFO - Detected distance: 6.9726560196882446, angle: -13.658227946890134
2024-05-30 13:59:40,877 - control_thread.py - INFO - Detected distance: 7.007640085629232, angle: -13.832264719708482
2024-05-30 13:59:41,001 - control_thread.py - INFO - Detected distance: 7.113188378423534, angle: -13.890274254684359
2024-05-30 13:59:41,182 - control_thread.py - INFO - Detected distance: 7.007640085629232, angle: -13.832264719708482
2024-05-30 13:59:41,663 - control_thread.py - INFO - Detected distance: 7.1487257785698395, angle: -13.832264719708482
2024-05-30 13:59:41,878 - control_thread.py - INFO - Detected distance: 7.042189559092985, angle: -13.658227946890134
2024-05-30 13:59:42,069 - control_thread.py - INFO - Detected distance: 7.0774456663132765, angle: -13.716241560139112
2024-05-30 13:59:42,245 - control_thread.py - INFO - Detected distance: 7.007870127424352, angle: -13.948282418892706
2024-05-30 13:59:42,456 - control_thread.py - INFO - Detected distance: 6.973110640264158, angle: -13.890274254684359
2024-05-30 13:59:42,630 - control_thread.py - INFO - Detected distance: 6.9383716465460985, angle: -13.716241560139112
2024-05-30 13:59:42,843 - control_thread.py - INFO - Detected distance: 6.904105286494176, angle: -13.658227946890134
2024-05-30 13:59:43,043 - control_thread.py - INFO - Detected distance: 6.972882373524372, angle: -13.77425381963611
2024-05-30 13:59:43,251 - control_thread.py - INFO - Detected distance: 7.077675429606942, angle: -13.832264719708482
2024-05-30 13:59:43,457 - control_thread.py - INFO - Detected distance: 6.973110640264158, angle: -13.890274254684359
2024-05-30 13:59:43,626 - control_thread.py - INFO - Detected distance: 6.972431578889696, angle: -13.54219668183088
2024-05-30 13:59:43,826 - control_thread.py - INFO - Detected distance: 6.9726560196882446, angle: -13.658227946890134
2024-05-30 13:59:44,025 - control_thread.py - INFO - Detected distance: 6.972882373524372, angle: -13.77425381963611
2024-05-30 13:59:44,217 - control_thread.py - INFO - Detected distance: 6.836295378101452, angle: -13.54219668183088
2024-05-30 13:59:44,402 - control_thread.py - INFO - Detected distance: 6.870080712044361, angle: -13.60021298556264
2024-05-30 13:59:44,590 - control_thread.py - INFO - Detected distance: 6.937924356760794, angle: -13.484179041369892
2024-05-30 13:59:44,774 - control_thread.py - INFO - Detected distance: 6.903882431849679, angle: -13.54219668183088
2024-05-30 13:59:44,944 - control_thread.py - INFO - Detected distance: 6.904105286494176, angle: -13.658227946890134
2024-05-30 13:59:45,136 - control_thread.py - INFO - Detected distance: 6.870080712044361, angle: -13.60021298556264
2024-05-30 13:59:45,315 - control_thread.py - INFO - Detected distance: 6.904105286494176, angle: -13.658227946890134
2024-05-30 13:59:45,498 - control_thread.py - INFO - Detected distance: 6.870080712044361, angle: -13.60021298556264
2024-05-30 13:59:45,674 - control_thread.py - INFO - Detected distance: 6.904105286494176, angle: -13.658227946890134
2024-05-30 13:59:45,848 - control_thread.py - INFO - Detected distance: 6.938147048493415, angle: -13.60021298556264
2024-05-30 13:59:46,043 - control_thread.py - INFO - Detected distance: 6.972431578889696, angle: -13.54219668183088
2024-05-30 13:59:46,218 - control_thread.py - INFO - Detected distance: 6.869859588563376, angle: -13.484179041369892
2024-05-30 13:59:46,412 - control_thread.py - INFO - Detected distance: 6.938598150785956, angle: -13.832264719708482
2024-05-30 13:59:46,599 - control_thread.py - INFO - Detected distance: 6.870080712044361, angle: -13.60021298556264
2024-05-30 13:59:46,775 - control_thread.py - INFO - Detected distance: 6.769650304196404, angle: -13.54219668183088
2024-05-30 13:59:46,975 - control_thread.py - INFO - Detected distance: 0, angle: 0
2024-05-30 13:59:47,180 - control_thread.py - INFO - Detected distance: 6.903882431849679, angle: -13.54219668183088
2024-05-30 13:59:47,406 - control_thread.py - INFO - Detected distance: 6.9726560196882446, angle: -13.658227946890134
2024-05-30 13:59:47,631 - control_thread.py - INFO - Detected distance: 6.938147048493415, angle: -13.60021298556264
2024-05-30 13:59:47,799 - control_thread.py - INFO - Detected distance: 6.769650304196404, angle: -13.54219668183088
2024-05-30 13:59:47,991 - control_thread.py - INFO - Detected distance: 6.870303728420616, angle: -13.716241560139112
2024-05-30 13:59:48,187 - control_thread.py - INFO - Detected distance: 6.903882431849679, angle: -13.54219668183088
2024-05-30 13:59:48,243 - ws_server.py - INFO - Received message: {"command":"align"}
2024-05-30 13:59:48,243 - ws_server.py - INFO - Received command: align
2024-05-30 13:59:48,405 - control_thread.py - INFO - Detected distance: 6.870080712044361, angle: -13.60021298556264
2024-05-30 13:59:48,601 - control_thread.py - INFO - Detected distance: 6.869859588563376, angle: -13.484179041369892
2024-05-30 13:59:48,768 - control_thread.py - INFO - Detected distance: 6.869859588563376, angle: -13.484179041369892
2024-05-30 13:59:48,942 - control_thread.py - INFO - Detected distance: 5.9205666489205955, angle: -10.291316624304393
2024-05-30 13:59:49,109 - control_thread.py - INFO - Detected distance: 6.382703127613726, angle: -9.826621271071508
2024-05-30 13:59:49,335 - control_thread.py - INFO - Detected distance: 0, angle: 0
2024-05-30 13:59:49,615 - control_thread.py - INFO - Detected distance: 0, angle: 0
2024-05-30 13:59:49,801 - control_thread.py - INFO - Detected distance: 23.879427907396323, angle: 30.402911123110858
2024-05-30 13:59:50,002 - control_thread.py - INFO - Detected distance: 0, angle: 0
2024-05-30 13:59:50,188 - control_thread.py - INFO - Detected distance: 0, angle: 0
2024-05-30 13:59:50,375 - control_thread.py - INFO - Detected distance: 23.62291828652927, angle: 30.345520710807225
2024-05-30 13:59:50,579 - control_thread.py - INFO - Detected distance: 23.62291828652927, angle: 30.345520710807225
2024-05-30 13:59:50,759 - control_thread.py - INFO - Detected distance: 27.221904297141446, angle: 30.288127356727323
2024-05-30 13:59:50,946 - control_thread.py - INFO - Detected distance: 0, angle: 0
2024-05-30 13:59:51,136 - control_thread.py - INFO - Detected distance: 0, angle: 0
2024-05-30 13:59:51,326 - control_thread.py - INFO - Detected distance: 0, angle: 0
2024-05-30 13:59:51,488 - control_thread.py - INFO - Detected distance: 0, angle: 0
2024-05-30 13:59:51,677 - control_thread.py - INFO - Detected distance: 0, angle: 0
2024-05-30 13:59:51,849 - control_thread.py - INFO - Detected distance: 0, angle: 0
2024-05-30 13:59:52,027 - control_thread.py - INFO - Detected distance: 0, angle: 0
2024-05-30 13:59:52,210 - control_thread.py - INFO - Detected distance: 0, angle: 0
2024-05-30 13:59:52,351 - control_thread.py - INFO - Detected distance: 0, angle: 0
2024-05-30 13:59:52,559 - control_thread.py - INFO - Detected distance: 0, angle: 0
2024-05-30 13:59:52,729 - control_thread.py - INFO - Detected distance: 0, angle: 0
2024-05-30 13:59:52,916 - control_thread.py - INFO - Detected distance: 0, angle: 0
2024-05-30 13:59:53,102 - control_thread.py - INFO - Detected distance: 0, angle: 0
2024-05-30 13:59:53,272 - control_thread.py - INFO - Detected distance: 0, angle: 0
2024-05-30 13:59:53,434 - control_thread.py - INFO - Detected distance: 0, angle: 0
2024-05-30 13:59:53,635 - control_thread.py - INFO - Detected distance: 0, angle: 0
2024-05-30 13:59:53,814 - control_thread.py - INFO - Detected distance: 0, angle: 0
2024-05-30 13:59:53,999 - control_thread.py - INFO - Detected distance: 0, angle: 0
2024-05-30 13:59:54,171 - control_thread.py - INFO - Detected distance: 0, angle: 0
2024-05-30 13:59:54,351 - control_thread.py - INFO - Detected distance: 0, angle: 0
2024-05-30 13:59:54,529 - control_thread.py - INFO - Detected distance: 0, angle: 0
2024-05-30 13:59:54,704 - control_thread.py - INFO - Detected distance: 0, angle: 0
2024-05-30 13:59:54,873 - control_thread.py - INFO - Detected distance: 0, angle: 0
2024-05-30 13:59:55,003 - control_thread.py - INFO - Detected distance: 0, angle: 0
2024-05-30 13:59:55,194 - control_thread.py - INFO - Detected distance: 0, angle: 0
2024-05-30 13:59:55,385 - control_thread.py - INFO - Detected distance: 0, angle: 0
2024-05-30 13:59:55,566 - control_thread.py - INFO - Detected distance: 0, angle: 0
2024-05-30 13:59:55,744 - control_thread.py - INFO - Detected distance: 0, angle: 0
2024-05-30 13:59:55,957 - control_thread.py - INFO - Detected distance: 0, angle: 0
2024-05-30 13:59:56,140 - control_thread.py - INFO - Detected distance: 0, angle: 0
2024-05-30 13:59:56,316 - control_thread.py - INFO - Detected distance: 0, angle: 0
2024-05-30 13:59:56,501 - control_thread.py - INFO - Detected distance: 0, angle: 0
2024-05-30 13:59:56,684 - control_thread.py - INFO - Detected distance: 0, angle: 0
2024-05-30 13:59:56,886 - control_thread.py - INFO - Detected distance: 0, angle: 0
2024-05-30 13:59:57,064 - control_thread.py - INFO - Detected distance: 0, angle: 0
2024-05-30 13:59:57,248 - control_thread.py - INFO - Detected distance: 0, angle: 0
2024-05-30 13:59:57,448 - control_thread.py - INFO - Detected distance: 0, angle: 0
2024-05-30 13:59:57,655 - control_thread.py - INFO - Detected distance: 0, angle: 0
2024-05-30 13:59:57,790 - control_thread.py - INFO - Detected distance: 0, angle: 0
2024-05-30 13:59:58,026 - control_thread.py - INFO - Detected distance: 0, angle: 0
2024-05-30 13:59:58,209 - control_thread.py - INFO - Detected distance: 0, angle: 0
2024-05-30 13:59:58,398 - control_thread.py - INFO - Detected distance: 0, angle: 0
2024-05-30 13:59:58,603 - control_thread.py - INFO - Detected distance: 0, angle: 0
2024-05-30 13:59:58,717 - control_thread.py - INFO - Detected distance: 0, angle: 0
2024-05-30 13:59:58,919 - control_thread.py - INFO - Detected distance: 0, angle: 0
2024-05-30 13:59:59,146 - control_thread.py - INFO - Detected distance: 0, angle: 0
2024-05-30 13:59:59,346 - control_thread.py - INFO - Detected distance: 0, angle: 0
2024-05-30 13:59:59,484 - control_thread.py - INFO - Detected distance: 0, angle: 0
2024-05-30 13:59:59,725 - control_thread.py - INFO - Detected distance: 0, angle: 0
2024-05-30 13:59:59,904 - control_thread.py - INFO - Detected distance: 0, angle: 0
2024-05-30 14:00:00,107 - control_thread.py - INFO - Detected distance: 0, angle: 0
2024-05-30 14:00:00,316 - control_thread.py - INFO - Detected distance: 0, angle: 0
2024-05-30 14:00:00,513 - control_thread.py - INFO - Detected distance: 0, angle: 0
2024-05-30 14:00:00,711 - control_thread.py - INFO - Detected distance: 0, angle: 0
2024-05-30 14:00:00,943 - control_thread.py - INFO - Detected distance: 0, angle: 0
2024-05-30 14:00:01,244 - control_thread.py - INFO - Detected distance: 0, angle: 0
2024-05-30 14:00:01,577 - control_thread.py - INFO - Detected distance: 0, angle: 0
2024-05-30 14:00:01,783 - control_thread.py - INFO - Detected distance: 0, angle: 0
2024-05-30 14:00:01,978 - control_thread.py - INFO - Detected distance: 0, angle: 0
2024-05-30 14:00:02,177 - control_thread.py - INFO - Detected distance: 0, angle: 0
2024-05-30 14:00:02,329 - control_thread.py - INFO - Detected distance: 0, angle: 0
2024-05-30 14:00:02,534 - control_thread.py - INFO - Detected distance: 0, angle: 0
2024-05-30 14:00:02,698 - control_thread.py - INFO - Detected distance: 0, angle: 0
2024-05-30 14:00:02,857 - control_thread.py - INFO - Detected distance: 0, angle: 0
2024-05-30 14:00:03,012 - control_thread.py - INFO - Detected distance: 0, angle: 0
2024-05-30 14:00:03,193 - control_thread.py - INFO - Detected distance: 0, angle: 0
2024-05-30 14:00:03,287 - main.py - INFO - Main thread exited
2024-05-30 14:00:03,358 - camera_thread.py - INFO - Camera thread exited
2024-05-30 14:00:03,358 - control_thread.py - INFO - Control thread exited
2024-05-30 14:00:04,125 - ws_server.py - INFO - Shutting down server...
2024-05-30 14:00:04,125 - server.py - INFO - server closing
2024-05-30 14:00:04,559 - base_events.py - ERROR - Task was destroyed but it is pending!
task: <Task pending name='Task-3' coro=<WSServer.broadcast_data() running at /Users/tomzeng/Code/ugot/ws_server.py:56> wait_for=<_GatheringFuture pending cb=[Task.task_wakeup()]>>
2024-05-30 14:00:04,560 - base_events.py - ERROR - Task was destroyed but it is pending!
task: <Task pending name='Task-5' coro=<WebSocketServerProtocol.handler() running at /opt/anaconda3/lib/python3.11/site-packages/websockets/legacy/server.py:236> wait_for=<Future pending cb=[Task.task_wakeup()]>>
2024-05-30 14:00:04,560 - base_events.py - ERROR - Task was destroyed but it is pending!
task: <Task pending name='Task-6' coro=<WebSocketCommonProtocol.transfer_data() running at /opt/anaconda3/lib/python3.11/site-packages/websockets/legacy/protocol.py:963> wait_for=<Future pending cb=[Task.task_wakeup()]> cb=[Task.task_wakeup(), _wait.<locals>._on_completion() at /opt/anaconda3/lib/python3.11/asyncio/tasks.py:519]>
2024-05-30 14:00:04,560 - base_events.py - ERROR - Task was destroyed but it is pending!
task: <Task pending name='Task-7' coro=<WebSocketCommonProtocol.keepalive_ping() running at /opt/anaconda3/lib/python3.11/site-packages/websockets/legacy/protocol.py:1254> wait_for=<Future pending cb=[Task.task_wakeup()]>>
2024-05-30 14:00:04,560 - base_events.py - ERROR - Task was destroyed but it is pending!
task: <Task pending name='Task-8' coro=<WebSocketCommonProtocol.close_connection() running at /opt/anaconda3/lib/python3.11/site-packages/websockets/legacy/protocol.py:1301> wait_for=<Task pending name='Task-6' coro=<WebSocketCommonProtocol.transfer_data() running at /opt/anaconda3/lib/python3.11/site-packages/websockets/legacy/protocol.py:963> wait_for=<Future pending cb=[Task.task_wakeup()]> cb=[Task.task_wakeup(), _wait.<locals>._on_completion() at /opt/anaconda3/lib/python3.11/asyncio/tasks.py:519]>>
2024-05-30 14:00:04,560 - server.py - INFO - connection closed
2024-05-30 14:00:04,563 - base_events.py - ERROR - Task was destroyed but it is pending!
task: <Task pending name='Task-89' coro=<WebSocketServer._close() running at /opt/anaconda3/lib/python3.11/site-packages/websockets/legacy/server.py:766>>
